ID,Class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
584,0.0,V1,V4,7.0,4,44,V3,V2,V1,yes,760,760,,1,V2,V2,5881,V2,0.0,V2,2,T,F,V3,,1.0,V2,7,9419,V3,1.0,V2,V1
585,1.0,V1,V2,12.0,4,25,V9,V1,V1,yes,608,608,,1,V1,V2,5220,V3,0.0,V3,1,T,F,V3,,1.0,V1,12,19398,V1,1.0,V2,V1
586,0.0,V2,V4,18.0,3,30,V9,V5,V1,yes,3104,3104,,1,V5,V3,6248,V1,0.0,V1,1,T,F,V1,,1.0,V3,18,11560,V1,1.0,V2,V2
587,1.0,V2,V3,12.0,2,25,V7,V2,V3,yes,1385,1385,,1,V2,V2,6439,V4,0.0,V4,2,T,F,V3,,1.0,V3,12,39629,V1,1.0,V2,V1
588,1.0,V4,V3,33.0,1,23,V2,V4,V3,yes,4280,4280,,2,V4,V2,4637,V1,0.0,V1,4,T,F,V3,,1.0,V3,33,13252,V1,1.0,V2,V1
589,0.0,V2,V5,20.0,4,41,V3,V2,V5,yes,3159,3159,,1,V2,V3,6426,V4,0.0,V4,3,T,F,V3,,1.0,V3,20,26927,V1,1.0,V2,V2
590,0.0,V3,V5,14.0,1,35,V7,V2,V3,yes,5324,5324,,1,V2,V2,5648,V4,0.0,V4,4,T,F,V3,,1.0,V3,14,50028,V1,1.0,V3,V1
591,1.0,V2,V1,15.0,1,34,V7,V1,V2,yes,6849,6849,,1,V1,V3,5119,V2,0.0,V2,2,T,F,V3,,1.0,V4,15,62628,V1,2.0,V2,V2
592,0.0,V1,V3,6.0,1,33,V9,V3,V2,yes,1743,1743,,2,V3,V3,4509,V4,0.0,V4,2,T,F,V3,,1.0,V2,6,45206,V1,1.0,V2,V1
593,0.0,V1,V3,12.0,4,27,V7,V2,V1,yes,1168,1168,,1,V2,V4,5312,V1,0.0,V1,3,T,F,V3,,1.0,V2,12,31780,V1,1.0,V2,V1
594,0.0,V2,V5,9.0,4,44,V7,V2,V5,no,1286,1286,,1,V2,V3,4770,V4,0.0,V4,2,T,F,V3,,1.0,V2,9,6986,V2,1.0,V2,V1
595,0.0,V2,V4,6.0,4,36,V7,V4,V1,no,609,609,,2,V4,V2,5198,V1,0.0,V1,3,T,F,V3,,1.0,V3,6,35059,V1,1.0,V2,V1
596,0.0,V1,V3,23.0,2,36,V9,V4,V4,yes,1275,1275,,2,V4,V1,4109,V3,0.0,V3,4,T,F,V3,,1.0,V3,23,21857,V1,1.0,V2,V2
597,0.0,V4,V5,36.0,4,27,V3,V2,V1,yes,3594,3594,,1,V2,V3,3622,V4,0.0,V4,2,T,F,V3,,1.0,V3,36,35331,V1,1.0,V2,V1
598,0.0,V4,V5,48.0,4,45,V9,V4,V5,yes,7628,7628,,2,V4,V1,7081,V4,0.0,V4,2,T,F,V1,,1.0,V4,48,2710,V1,2.0,V2,V1
599,1.0,V4,V4,23.0,4,22,V7,V2,V1,yes,1441,1441,,2,V2,V2,6287,V1,0.0,V1,4,T,F,V3,,1.0,V3,23,51602,V1,1.0,V1,V1
600,0.0,V1,V5,47.0,4,47,V3,V4,V5,yes,3578,3578,,1,V4,V3,4345,V4,0.0,V4,1,T,F,V3,,1.0,V3,47,27623,V1,1.0,V2,V2
601,1.0,V3,V3,29.0,4,23,V7,V2,V1,yes,2149,2149,,1,V2,V2,5161,V2,0.0,V2,2,T,F,V1,,1.0,V3,29,12688,V3,1.0,V2,V1
602,0.0,V2,V5,24.0,4,47,V3,V4,V1,yes,1743,1743,,2,V4,V3,5352,V2,0.0,V2,2,T,F,V3,,1.0,V2,24,20946,V1,1.0,V2,V1
603,0.0,V4,V4,36.0,3,30,V1,V3,V5,yes,8947,8947,,1,V3,V3,5651,V4,0.0,V4,2,T,F,V2,,1.0,V4,36,6448,V1,2.0,V2,V2
604,1.0,V4,V3,12.0,4,22,V7,V2,V5,yes,899,899,,1,V2,V4,4599,V1,0.0,V1,2,T,F,V3,,1.0,V3,12,28776,V1,1.0,V2,V1
605,0.0,V4,V3,12.0,4,29,V1,V2,V5,yes,2028,2028,,1,V2,V3,5948,V2,0.0,V2,2,T,F,V3,,1.0,V3,12,73841,V1,1.0,V2,V1
606,1.0,V2,V3,44.0,4,20,V3,V2,V2,yes,3031,3031,,1,V2,V3,5786,V2,0.0,V2,4,T,F,V3,,1.0,V3,44,1808,V3,1.0,V1,V1
607,0.0,V2,V3,18.0,4,34,V9,V2,V4,yes,1941,1941,,1,V2,V3,5048,V2,0.0,V2,2,T,F,V3,,1.0,V2,18,3896,V1,1.0,V2,V2
608,0.0,V4,V5,15.0,4,34,V3,V2,V5,yes,1979,1979,,1,V2,V3,6174,V4,0.0,V4,2,T,F,V3,,1.0,V3,15,30962,V1,1.0,V2,V1
609,0.0,V3,V3,35.0,2,32,V1,V2,V1,yes,4685,4685,,1,V2,V3,3677,V4,0.0,V4,2,T,F,V3,,1.0,V4,35,28637,V1,1.0,V3,V2
610,1.0,V1,V3,9.0,2,25,V2,V2,V1,yes,2209,2209,,1,V2,V3,3888,V4,0.0,V4,2,T,F,V1,,1.0,V2,9,16652,V1,1.0,V1,V1
611,0.0,V2,V4,24.0,2,30,V2,V4,V1,yes,2027,2027,,2,V4,V3,6071,V4,0.0,V4,2,T,F,V3,,1.0,V2,24,41540,V1,1.0,V2,V1
612,0.0,V4,V3,24.0,2,26,V2,V2,V1,yes,4019,4019,,1,V2,V3,6644,V1,0.0,V1,2,T,F,V2,,1.0,V3,24,32140,V1,1.0,V2,V1
613,0.0,V1,V3,11.0,3,27,V7,V2,V1,yes,1101,1101,,2,V2,V4,5712,V4,0.0,V4,2,T,F,V3,,1.0,V3,11,47847,V1,1.0,V2,V2
614,0.0,V4,V4,9.0,3,27,V9,V2,V1,yes,1449,1449,,2,V2,V2,5329,V4,0.0,V4,2,T,F,V3,,1.0,V3,9,62918,V1,1.0,V2,V1
615,0.0,V3,V5,24.0,3,44,V5,V4,V1,yes,5507,5507,,2,V4,V3,5431,V4,0.0,V4,4,T,F,V3,,1.0,V3,24,192868,V1,1.0,V3,V1
616,0.0,V1,V2,47.0,1,34,V7,V2,V1,yes,10722,10722,,1,V2,V2,4300,V1,0.0,V1,1,T,F,V3,,1.0,V2,47,63517,V1,1.0,V2,V2
617,0.0,V4,V5,15.0,4,45,V3,V4,V1,yes,1828,1828,,2,V4,V3,2643,V4,0.0,V4,4,T,F,V3,,1.0,V3,15,33157,V1,1.0,V2,V2
618,1.0,V4,V2,12.0,3,25,V7,V2,V1,yes,1295,1295,,1,V2,V2,5797,V2,0.0,V2,1,T,F,V3,,1.0,V3,12,56195,V1,1.0,V1,V1
619,0.0,V1,V5,11.0,3,40,V3,V2,V1,yes,1154,1154,,2,V2,V4,4183,V2,0.0,V2,3,T,F,V1,,1.0,V2,11,37090,V3,1.0,V2,V1
620,0.0,V4,V4,23.0,4,30,V2,V2,V5,yes,929,929,,1,V2,V3,5827,V4,0.0,V4,2,T,F,V2,,1.0,V3,23,19683,V1,1.0,V2,V2
621,0.0,V2,V3,12.0,4,29,V7,V2,V1,yes,1893,1893,,1,V2,V2,5111,V1,0.0,V1,4,T,F,V3,,1.0,V3,12,31036,V3,1.0,V2,V2
622,0.0,V1,V5,8.0,3,47,V5,V4,V2,no,1287,1287,,2,V4,V3,5284,V1,0.0,V1,4,T,F,V3,,1.0,V3,8,17591,V3,2.0,V2,V1
623,1.0,V1,V4,48.0,4,27,V3,V2,V1,yes,3060,3060,,2,V2,V3,3994,V2,0.0,V2,4,T,F,V3,,1.0,V3,48,21087,V1,1.0,V2,V1
624,0.0,V1,V2,12.0,3,34,V2,V2,V1,yes,3016,3016,,1,V2,V2,5059,V2,0.0,V2,1,T,F,V3,,1.0,V4,12,41694,V1,1.0,V1,V1
625,0.0,V3,V5,23.0,4,30,V2,V2,V2,yes,3069,3069,,1,V2,V3,6198,V2,0.0,V2,4,T,F,V3,,1.0,V3,23,25154,V1,1.0,V3,V1
626,1.0,V3,V3,44.0,4,22,V3,V2,V1,yes,1844,1844,,1,V2,V3,4637,V1,0.0,V1,4,T,F,V3,,1.0,V3,44,18456,V1,1.0,V3,V2
627,1.0,V4,V3,35.0,4,31,V3,V2,V1,yes,2301,2301,,1,V2,V1,4272,V1,0.0,V1,4,T,F,V3,,1.0,V3,35,4576,V1,1.0,V1,V1
628,1.0,V3,V1,17.0,3,38,V1,V2,V1,yes,12976,12976,,1,V2,V2,2960,V2,0.0,V2,4,T,F,V3,,1.0,V4,17,43640,V1,1.0,V3,V2
629,0.0,V2,V3,36.0,3,46,V2,V4,V1,yes,2347,2347,,2,V4,V4,4818,V1,0.0,V1,2,T,F,V3,,1.0,V3,36,66713,V1,1.0,V2,V2
630,0.0,V2,V5,12.0,4,37,V8,V2,V5,yes,753,753,,2,V2,V3,6726,V2,0.0,V2,4,T,F,V3,,1.0,V3,12,34300,V1,1.0,V2,V1
631,1.0,V4,V2,24.0,3,22,V3,V2,V2,yes,3091,3091,,1,V2,V4,5578,V2,0.0,V2,2,T,F,V3,,1.0,V3,24,8454,V1,1.0,V1,V2
632,0.0,V4,V3,5.0,1,27,V3,V4,V1,yes,1381,1381,,2,V4,V2,6814,V4,0.0,V4,1,T,F,V3,,1.0,V3,5,20050,V1,,V2,V2
633,0.0,V3,V5,41.0,4,56,V1,V4,V1,yes,4795,4795,,1,V4,V3,6055,V3,0.0,V3,4,T,F,V3,,1.0,V3,41,57277,V1,1.0,V3,V1
634,1.0,V2,,41.0,3,25,V3,V3,V1,yes,4370,4370,,2,V3,V3,3798,V1,0.0,V1,2,T,F,V1,,1.0,V3,41,64698,V1,2.0,V2,V2
635,0.0,V2,V4,22.0,4,24,V7,V2,V5,yes,1282,1282,,1,V2,V2,4985,V4,0.0,V4,4,T,F,V3,,1.0,V3,22,55117,V1,1.0,V1,V1
636,0.0,V1,V3,23.0,4,27,V1,V4,V4,yes,5804,5804,,2,V4,V3,5872,V4,0.0,V4,2,T,F,V3,,1.0,V3,23,29096,V1,1.0,V2,V1
637,0.0,V1,V2,7.0,1,45,V3,V2,V1,yes,2328,2328,,1,V2,V2,3640,V2,0.0,V2,1,T,F,V3,,1.0,V3,7,6917,V3,1.0,V2,V1
638,1.0,V3,V3,47.0,2,43,V7,V4,V3,yes,10127,10127,,1,V4,V3,5039,V4,0.0,V4,2,T,F,V1,,1.0,V3,47,71610,V1,1.0,V3,V1
639,0.0,V4,V3,36.0,4,27,V5,V5,V1,yes,2613,2613,,2,V5,V3,6007,V4,0.0,V4,2,T,F,V3,,1.0,V3,36,79668,V1,1.0,V2,V1
640,0.0,V3,V5,9.0,2,51,V7,V2,V3,yes,2507,2507,,1,V2,V3,3454,V4,0.0,V4,4,T,F,V3,,1.0,V2,9,6664,V1,1.0,V3,V1
641,1.0,V1,V3,26.0,3,21,V7,V2,V1,yes,2570,2570,,1,V2,V2,5140,V4,0.0,V4,3,T,F,V3,,1.0,V3,26,26304,V1,1.0,V1,V1
642,1.0,V4,V5,36.0,4,31,V2,V1,V1,yes,2746,2746,,1,V1,V3,6124,V1,0.0,V1,4,T,F,V1,,1.0,V3,36,22769,V1,1.0,V2,V1
643,0.0,V4,V3,23.0,4,29,V3,V2,V2,yes,1901,1901,,1,V2,V3,5656,V4,0.0,V4,4,T,F,V3,,1.0,V4,23,13610,V1,1.0,V1,V2
644,0.0,V4,V3,30.0,4,34,V2,V1,V4,yes,3496,3496,,1,V1,V3,4909,V2,0.0,V2,2,T,F,V2,,1.0,V3,30,16496,V1,2.0,V2,V2
645,0.0,V2,V3,11.0,1,39,V7,V4,V1,yes,7228,7228,,2,V4,V3,4467,V4,0.0,V4,4,T,F,V3,,1.0,V2,11,58177,V1,1.0,V2,V1
646,0.0,V3,V5,,3,23,V1,V4,V4,yes,3368,3368,,2,V4,V3,5488,V4,0.0,V4,4,T,F,V3,,1.0,V3,15,31056,V1,1.0,V1,V2
647,0.0,V2,V2,26.0,4,31,V9,V2,V1,yes,2527,2527,,1,V2,V2,6983,V2,0.0,V2,1,T,F,V3,,1.0,V3,26,31747,V1,2.0,V2,V2
648,0.0,V4,V3,36.0,4,25,V3,V2,V5,yes,2393,2393,,1,V2,V2,4384,V4,0.0,V4,4,T,F,V3,,1.0,V3,36,6520,V1,1.0,V2,V1
649,0.0,V4,V4,15.0,2,24,V2,V4,V1,yes,2787,2787,,2,V4,V2,4736,V4,0.0,V4,3,T,F,V1,,1.0,V3,15,96090,V2,1.0,V2,V1
650,0.0,V3,V5,7.0,3,36,V3,V3,V5,yes,846,846,,1,V3,V3,4813,V4,0.0,V4,4,T,F,V3,,1.0,V3,7,60354,V1,1.0,V3,V1
651,0.0,V4,V5,6.0,4,38,V3,V5,V1,yes,425,425,,1,V5,V4,5068,V4,0.0,V4,4,T,F,V3,,1.0,V2,6,42502,V1,1.0,V2,V1
652,0.0,V1,V3,14.0,4,39,V3,V2,V5,yes,1385,1385,,1,V2,V4,3786,V4,0.0,V4,2,T,F,V3,,1.0,V3,14,31768,V1,1.0,V1,V2
653,1.0,V3,V3,11.0,4,28,V3,V1,V1,yes,2149,2149,,1,V1,V1,4083,V1,0.0,V1,1,T,F,V3,,1.0,V3,11,30393,V1,1.0,V3,V1
654,0.0,V1,V3,6.0,1,74,V7,V4,V1,no,1299,1299,,3,V4,V3,5006,V3,0.0,V3,1,T,F,V3,,1.0,V1,6,28384,V1,2.0,V2,V1
655,0.0,V2,V5,17.0,4,47,V2,V2,V1,yes,3422,3422,,3,V2,V3,4966,V4,0.0,V4,4,T,F,V1,,1.0,V3,17,14247,V1,2.0,V2,V2
656,0.0,V4,V3,10.0,4,30,V2,V2,V1,yes,1521,1521,,1,V2,V1,5813,V2,0.0,V2,2,T,F,V3,,1.0,V2,10,71265,V1,1.0,V2,V1
657,0.0,V3,V5,11.0,2,25,V3,V4,V1,yes,1934,1934,,2,V4,V3,5083,V4,0.0,V4,2,T,F,V3,,1.0,V3,11,56408,V1,1.0,V2,V1
658,0.0,V1,V3,11.0,4,44,V7,V4,V3,yes,1162,1162,,1,V4,V3,5465,V4,0.0,V4,4,T,F,V3,,1.0,V3,11,61784,V1,1.0,V2,V2
659,0.0,V4,V3,36.0,4,29,V1,V4,V5,yes,11054,11054,4.0,1,V4,V3,4258,V4,0.0,V4,2,T,F,V3,,1.0,V4,36,42855,V1,1.0,V2,V2
660,0.0,V1,V2,,3,26,V3,V2,V1,no,589,589,,1,V2,V4,6283,V2,0.0,V2,3,T,F,V3,,1.0,V2,6,79705,V1,1.0,V2,V1
661,0.0,V4,V3,17.0,4,33,V9,V2,V2,yes,2622,2622,,1,V2,V3,5222,V2,0.0,V2,4,T,F,V3,,1.0,V3,17,28666,V1,1.0,V2,V1
662,0.0,V4,V3,15.0,4,42,V3,V4,V1,yes,1459,1459,,1,V4,V2,5073,V4,0.0,V4,2,T,F,V3,,1.0,V2,15,20934,V1,1.0,V2,V1
663,1.0,V4,V2,36.0,4,33,V7,V2,V1,yes,1842,1842,,1,V2,V2,3574,V1,0.0,V1,4,T,F,V3,,1.0,V3,36,43975,V1,1.0,V2,V2
664,0.0,V1,,11.0,2,23,V9,V2,V2,yes,840,840,,1,V2,V2,4899,V2,0.0,V2,4,T,F,V3,,1.0,V2,11,47757,V1,1.0,V1,V1
665,0.0,V4,V1,15.0,2,68,V7,V4,V1,yes,1174,1174,,3,V4,V3,6674,V2,0.0,V2,3,T,F,V3,,1.0,V1,15,51534,V1,1.0,V3,V2
666,0.0,V3,V1,48.0,4,35,V7,V1,V5,yes,12169,12169,,1,V1,V3,6583,V2,0.0,V2,4,T,F,V3,,1.0,V4,48,38711,V2,1.0,V3,V2
667,0.0,V1,V3,10.0,3,30,V7,V2,V1,no,1545,1545,,1,V2,V3,4869,V4,0.0,V4,2,T,F,V3,,1.0,V2,10,25719,V1,2.0,V2,V1
668,1.0,V1,V5,24.0,4,44,V7,V2,V1,yes,2303,2303,,1,V2,V3,4930,V1,0.0,V1,1,T,F,V3,,1.0,V3,24,6136,V2,1.0,V2,V1
669,0.0,V2,V2,24.0,4,26,V3,V2,V1,yes,3180,3180,,1,V2,V2,5594,V4,0.0,V4,4,T,F,V3,,1.0,V3,24,21480,V1,1.0,V2,V2
670,0.0,V1,V3,5.0,2,40,V7,V4,V4,yes,249,249,,2,V4,V2,5338,V4,0.0,V4,2,T,F,V1,,1.0,V2,5,23918,V1,1.0,V2,V1
671,0.0,V3,V3,17.0,4,31,V3,V2,V1,yes,1504,1504,,1,V2,V3,4169,V4,0.0,V4,2,T,F,V3,,1.0,V4,17,29908,V1,1.0,V3,V2
672,1.0,V4,V3,35.0,4,28,V2,V2,V1,yes,3348,3348,,1,V2,V2,4412,V4,0.0,V4,2,T,F,V3,,1.0,V4,35,13847,V1,1.0,V2,V2
673,0.0,V4,V4,23.0,4,27,V3,V2,V3,yes,1376,1376,,1,V2,V2,3642,V4,0.0,V4,1,T,F,V3,,1.0,V3,23,20433,V1,1.0,V2,V1
674,0.0,V4,V4,24.0,4,33,V3,V4,V1,yes,1850,1850,,2,V4,V4,4891,V4,0.0,V4,2,T,F,V3,,1.0,V3,24,36330,V3,1.0,V2,V2
675,1.0,V3,V4,47.0,4,34,V9,V5,V2,yes,3844,3844,,1,V5,V3,3818,V2,0.0,V2,4,T,F,V3,,1.0,V2,47,22601,V1,2.0,V3,V1
676,0.0,V4,V5,23.0,3,26,V3,V2,V3,yes,3234,3234,,1,V2,V1,4727,V4,0.0,V4,2,T,F,V3,,1.0,V4,23,112483,V1,1.0,V2,V2
677,0.0,V2,V5,17.0,4,32,V3,V4,V3,yes,628,628,,2,V4,V3,4867,V4,0.0,V4,3,T,F,V1,,1.0,V4,17,28647,V1,1.0,V2,V2
678,0.0,V1,V1,11.0,1,24,V7,V2,V5,yes,7471,7471,,1,V2,V2,5067,V2,0.0,V2,2,T,F,V3,,1.0,V1,11,22378,V1,1.0,V1,V1
679,0.0,V4,V5,9.0,1,20,V2,V2,V1,yes,1312,1312,,1,V2,V3,5642,V4,0.0,V4,4,T,F,V3,,1.0,V3,9,4561,V1,1.0,V2,V1
680,0.0,V1,V5,12.0,4,55,V3,V4,V1,yes,617,617,,1,V4,V3,5327,V4,0.0,V4,4,T,F,V3,,1.0,V3,12,25096,V1,1.0,V2,V1
681,0.0,V4,V5,29.0,4,30,V3,V2,V3,yes,2333,2333,,1,V2,V3,2823,V4,0.0,V4,2,T,F,V1,,1.0,V4,29,88947,V1,1.0,V2,V1
682,0.0,V2,V4,24.0,4,40,V2,V4,V1,yes,1584,1584,,2,V4,V3,5667,V4,0.0,V4,3,T,F,V3,,1.0,V3,24,92687,V1,1.0,V2,V1
683,0.0,V4,V5,11.0,4,35,V3,V4,V5,yes,975,975,,2,V4,V3,6694,V4,0.0,V4,4,T,F,V3,,1.0,V3,11,58911,V1,1.0,V2,V1
684,0.0,V4,V2,25.0,2,29,V1,V2,V1,yes,7965,7965,,2,V2,V3,5669,V2,0.0,V2,3,T,F,V3,,1.0,V3,25,12473,V1,1.0,V2,V1
685,0.0,V1,V4,4.0,2,42,V7,V4,V1,yes,1454,1454,,3,V4,V3,4594,V4,0.0,V4,1,T,F,V3,,1.0,V2,4,90726,V1,2.0,V2,V1
686,0.0,V4,V3,36.0,2,26,V6,V2,V5,yes,3710,3710,,1,V2,V4,6038,V2,0.0,V2,2,T,F,V3,,1.0,V3,36,46444,V1,1.0,V2,V1
687,0.0,V1,V3,24.0,4,35,V3,V4,V1,yes,2683,2683,,2,V4,V3,4084,V4,0.0,V4,2,T,F,V3,,1.0,V2,24,37199,V1,1.0,V2,V1
688,0.0,V4,V4,12.0,4,30,V3,V2,V1,yes,1963,1963,,2,V2,V3,4151,V4,0.0,V4,2,T,F,V3,,1.0,V4,12,22284,V1,2.0,V1,V2
689,0.0,V3,V5,9.0,4,63,V7,V4,V1,yes,781,781,,2,V4,V3,5853,V3,0.0,V3,4,T,F,V3,,1.0,V3,9,55061,V1,1.0,V3,V2
690,0.0,V1,V5,23.0,4,36,V7,V4,V4,yes,1287,1287,,2,V4,V2,3015,V4,0.0,V4,4,T,F,V3,,1.0,V3,23,41260,V1,1.0,V2,V2
691,0.0,V1,V4,12.0,2,49,V6,V4,V1,yes,2095,2095,,1,V4,V3,4716,V4,0.0,V4,3,T,F,V3,,1.0,V2,12,38379,V1,2.0,V2,V1
692,0.0,V4,V5,5.0,2,28,V7,V4,V2,yes,1323,1323,,2,V4,V1,5660,V3,0.0,V3,4,T,F,V3,,1.0,V3,5,32811,V1,2.0,V2,V2
693,0.0,V2,V2,14.0,4,45,V2,V2,V1,yes,1845,1845,,1,V2,V2,5217,V1,0.0,V1,1,T,F,V3,,1.0,V3,14,35134,V3,1.0,V1,V1
694,1.0,V1,V5,11.0,4,57,V3,V2,V1,yes,708,708,,1,V2,V3,4812,V1,0.0,V1,4,T,F,V2,,1.0,V2,11,9041,V1,1.0,V2,V1
695,0.0,V1,V3,11.0,3,26,V9,V4,V1,yes,1184,1184,,2,V4,V2,6379,V4,0.0,V4,2,T,F,V3,,1.0,V3,11,39380,V1,1.0,V2,V1
696,0.0,V1,V5,35.0,2,45,V3,V2,V5,yes,3835,3835,,1,V2,V2,4660,V4,0.0,V4,4,T,F,V3,,1.0,V2,35,64207,V1,1.0,V2,V2
697,0.0,V3,V3,18.0,4,28,V2,V4,V1,yes,1816,1816,,2,V4,V2,5859,V4,0.0,V4,2,T,F,V3,,1.0,V3,18,67534,V1,1.0,V2,V1
698,0.0,V2,V4,48.0,4,26,V1,V2,V1,yes,4788,4788,,1,V2,V3,6416,V1,0.0,V1,3,T,F,V3,,1.0,V3,48,57960,V1,2.0,V2,V1
699,0.0,V3,V1,9.0,2,69,V7,V2,V1,yes,7307,7307,,1,V2,V3,4295,V2,0.0,V2,4,T,F,V1,,1.0,V4,9,30701,V1,1.0,V3,V2
700,0.0,V2,V5,6.0,4,37,V3,V2,V5,yes,367,367,,1,V2,V3,5919,V2,0.0,V2,4,T,F,V3,,1.0,V3,6,23944,V1,1.0,V2,V1
701,0.0,V2,V4,11.0,3,29,V7,V2,V1,yes,2001,2001,,1,V2,V3,5154,V2,0.0,V2,4,T,F,V3,,1.0,V3,11,12034,V1,2.0,V1,V2
702,1.0,V2,V3,47.0,1,32,V10,V5,V1,no,18423,18423,,1,V5,V2,5159,V2,0.0,V2,2,T,F,V1,,1.0,V4,47,37326,V1,1.0,V2,V2
703,0.0,V3,V1,23.0,4,27,V10,V4,V1,yes,6314,6314,,2,V4,V3,5137,V4,0.0,V4,2,T,F,V1,,1.0,V4,23,63742,V2,1.0,V2,V2
704,0.0,V3,V5,36.0,2,42,V1,V2,V1,yes,5492,5492,,1,V2,V3,4633,V1,0.0,V1,4,T,F,V3,,1.0,V3,36,116037,V1,2.0,V3,V1
705,1.0,V4,V5,12.0,4,40,V6,V2,V1,yes,719,719,,1,V2,V3,4000,V4,0.0,V4,4,T,F,V1,,1.0,V2,12,40822,V1,2.0,V2,V1
706,1.0,V4,V3,72.0,2,24,V3,V2,V2,yes,5595,5595,,1,V2,V4,4842,V2,0.0,V2,2,T,F,V3,,1.0,V3,72,60121,V1,1.0,V2,V1
707,1.0,V4,V2,35.0,1,27,V9,V3,V1,yes,9571,9571,,2,V3,V1,5229,V4,0.0,V4,1,T,F,V3,,1.0,V3,35,67430,V1,1.0,V2,V1
708,0.0,V1,V3,7.0,3,34,V3,V2,V1,yes,2415,2415,,1,V2,V3,4668,V2,0.0,V2,2,T,F,V3,,1.0,V3,7,28303,V3,1.0,V2,V1
709,0.0,V1,V2,18.0,4,33,V3,V2,V1,yes,2051,2051,,1,V2,V3,4367,V4,0.0,V4,1,T,F,V3,,1.0,V3,18,19871,V1,1.0,V2,V1
710,0.0,V1,V3,9.0,2,27,V9,V2,V1,yes,1391,1391,,1,V2,V4,3787,V2,0.0,V2,1,T,F,V1,,1.0,V3,9,70533,V1,1.0,V2,V2
711,1.0,V4,V2,11.0,4,45,V7,V1,V1,yes,696,696,,2,V1,V3,1068,V1,0.0,V1,2,T,F,V1,,1.0,V3,11,14671,V1,1.0,V2,V2
712,1.0,V3,V3,60.0,4,42,V6,V2,V1,yes,6288,6288,,1,V2,V3,5857,V2,0.0,V2,4,T,F,V3,,1.0,V3,60,32462,V1,1.0,V3,V1
713,0.0,V4,V3,11.0,2,36,V7,V3,V1,yes,2246,2246,,2,V3,V2,6872,V3,0.0,V3,2,T,F,V2,,1.0,V3,11,80507,V1,1.0,V2,V2
714,1.0,V4,V4,24.0,3,43,V2,V2,V1,yes,4056,4056,,1,V2,V1,6573,V2,0.0,V2,3,T,F,V3,,1.0,V3,24,33158,V1,1.0,V2,V2
715,0.0,V4,V3,23.0,2,28,V3,V2,V1,yes,3659,3659,,1,V2,V2,5071,V1,0.0,V1,4,T,F,V3,,1.0,V3,23,41892,V1,1.0,V2,V1
716,0.0,V4,V5,15.0,4,38,V5,V2,V1,yes,1308,1308,,2,V2,V3,6048,V2,0.0,V2,4,T,F,V3,,1.0,V2,15,84480,V1,1.0,V2,V1
717,0.0,V1,V3,11.0,4,27,V3,V2,V1,yes,775,775,,1,V2,V4,4627,V4,0.0,V4,2,T,F,V3,,1.0,V3,11,75933,V1,1.0,V2,V1
718,0.0,V1,V5,11.0,4,42,V2,V4,V1,yes,1934,1934,,3,V4,V3,5852,V4,0.0,V4,4,T,F,V3,,1.0,V3,11,55790,V1,1.0,V2,V2
719,1.0,V2,V2,11.0,4,52,V6,V2,V1,yes,795,795,,1,V2,V2,5877,V1,0.0,V1,4,T,F,V3,,1.0,V3,11,63715,V1,1.0,V2,V1
720,0.0,V4,V1,44.0,3,27,V1,V4,V2,yes,4576,4576,,1,V4,V3,2899,V2,0.0,V2,4,T,F,V3,,1.0,V3,44,20436,V1,1.0,V2,V1
721,1.0,V3,V3,47.0,3,53,V2,V5,V1,yes,7118,7118,,2,V5,V3,5392,V1,0.0,V1,4,T,F,V3,,1.0,V3,47,45081,V1,2.0,V3,V1
722,0.0,V1,V3,9.0,4,65,V3,V2,V3,yes,789,789,,1,V2,V2,5068,V2,0.0,V2,3,T,F,V3,,1.0,V2,9,69293,V1,1.0,V2,V1
723,0.0,V1,V5,12.0,4,53,V7,V2,V4,yes,1317,1317,,1,V2,V3,4588,V2,0.0,V2,4,T,F,V3,,1.0,V3,12,5347,V1,1.0,V2,V2
724,0.0,V1,V2,27.0,3,40,V1,V1,V5,yes,7823,7823,,2,V1,V3,6315,V4,0.0,V4,4,T,F,V1,,1.0,V3,27,51605,V3,2.0,V1,V2
725,0.0,V2,V3,24.0,4,37,V9,V3,V5,yes,4712,4712,,2,V3,V3,6648,V2,0.0,V2,2,T,F,V1,,1.0,V4,24,9483,V1,1.0,V2,V2
726,0.0,V4,V4,12.0,4,60,V6,V4,V5,yes,2011,2011,,1,V4,V2,3843,V4,0.0,V4,2,T,F,V3,,1.0,V3,12,58776,V1,1.0,V2,V1
727,1.0,V2,V4,30.0,2,48,V2,V4,V1,yes,8385,8385,,1,V4,V3,4068,V2,0.0,V2,2,T,F,V3,,1.0,V3,30,28959,V1,1.0,V2,V1
728,1.0,V3,V4,24.0,4,31,V7,V2,V5,yes,1284,1284,,1,V2,V2,5317,V1,0.0,V1,4,T,F,V3,,1.0,V3,24,116942,V1,1.0,V1,V1
729,0.0,V2,V4,42.0,2,28,V3,V2,V5,yes,7165,7165,,1,V2,V4,5336,V4,0.0,V4,4,T,F,V3,,1.0,V3,42,37521,V1,1.0,V1,V2
